1,0.3702796191800558,240.0
2,0.15867128387436555,125.0
3,0.08372310225609315,120.0
4,0.0489229334326666,45.0
5,0.02916553198104041,80.0
6,0.017703067576554966,50.0
7,0.010777814070375225,110.0
8,0.01,50.0
9,0.01,280.0
10,0.01,125.0
11,0.01,110.0
12,0.01,5.0
13,0.01,125.0
14,0.01,185.0
15,0.01,80.0
16,0.01,90.0
17,0.01,90.0
18,0.01,60.0
19,0.01,165.0
20,0.01,110.0
21,0.01,35.0
22,0.01,135.0
23,0.01,60.0
24,0.01,100.0
25,0.01,45.0
26,0.01,260.0
27,0.01,135.0
28,0.01,110.0
29,0.01,90.0
30,0.01,175.0
31,0.01,25.0
32,0.01,15.0
33,0.01,135.0
34,0.01,35.0
35,0.01,105.0
36,0.01,65.0
37,0.01,500.0
38,0.01,130.0
39,0.01,145.0
40,0.01,295.0
41,0.01,415.0
42,0.01,75.0
43,0.01,35.0
44,0.01,90.0
45,0.01,475.0
46,0.01,210.0
47,0.01,90.0
48,0.01,90.0
49,0.01,115.0
50,0.01,170.0
51,0.01,60.0
52,0.01,80.0
53,0.01,185.0
54,0.01,180.0
55,0.01,55.0
56,0.01,195.0
57,0.01,105.0
58,0.01,105.0
59,0.01,80.0
60,0.01,115.0
61,0.01,105.0
62,0.01,430.0
63,0.01,260.0
64,0.01,55.0
65,0.01,75.0
66,0.01,285.0
67,0.01,180.0
68,0.01,105.0
69,0.01,90.0
70,0.01,190.0
71,0.01,30.0
72,0.01,180.0
73,0.01,240.0
74,0.01,195.0
75,0.01,215.0
76,0.01,35.0
77,0.01,50.0
78,0.01,140.0
79,0.01,110.0
80,0.01,125.0
81,0.01,125.0
82,0.01,285.0
83,0.01,125.0
84,0.01,90.0
85,0.01,135.0
86,0.01,80.0
87,0.01,55.0
88,0.01,125.0
89,0.01,180.0
90,0.01,410.0
91,0.01,320.0
92,0.01,95.0
93,0.01,75.0
94,0.01,90.0
95,0.01,80.0
96,0.01,125.0
97,0.01,155.0
98,0.01,40.0
99,0.01,70.0
100,0.01,75.0
101,0.01,125.0
102,0.01,210.0
103,0.01,430.0
104,0.01,80.0
105,0.01,65.0
106,0.01,210.0
107,0.01,180.0
108,0.01,390.0
109,0.01,280.0
110,0.01,180.0
111,0.01,240.0
112,0.01,105.0
113,0.01,410.0
114,0.01,150.0
115,0.01,245.0
116,0.01,450.0
117,0.01,80.0
118,0.01,140.0
119,0.01,170.0
120,0.01,15.0
121,0.01,30.0
122,0.01,205.0
123,0.01,65.0
124,0.01,120.0
125,0.01,95.0
126,0.01,15.0
127,0.01,440.0
128,0.01,110.0
129,0.01,180.0
130,0.01,265.0
131,0.01,225.0
132,0.01,240.0
133,0.01,15.0
134,0.01,45.0
135,0.01,140.0
136,0.01,145.0
137,0.01,85.0
138,0.01,230.0
139,0.01,200.0
140,0.01,130.0
141,0.01,80.0
142,0.01,370.0
143,0.01,185.0
144,0.01,570.0
145,0.01,270.0
146,0.01,115.0
147,0.01,135.0
148,0.01,30.0
149,0.01,120.0
150,0.01,105.0
