1,1.0,13.0
2,1.0,33.0
3,0.993020965034979,11.0
4,0.9636582956114175,31.0
5,0.9559759577813409,9.0
6,0.9360999518731578,22.0
7,0.9267809647166116,11.0
8,0.914804836692645,14.0
9,0.9011784036598737,16.0
10,0.8754068367770318,30.0
11,0.847823709077432,33.0
12,0.8326919101044725,19.0
13,0.8235779600286178,12.0
14,0.8145637636371417,12.0
15,0.7928540855310416,28.0
16,0.784176167005256,12.0
17,0.7779246707428734,9.0
18,0.7671042341100781,15.0
19,0.7289441910343799,52.0
20,0.7216874642922244,11.0
21,0.7130746876787832,13.0
22,0.6996475161707122,20.0
23,0.6926824413362807,11.0
24,0.685786704656174,11.0
25,0.680319574690566,9.0
26,0.6661748299656206,22.0
27,0.6477715799982753,29.0
28,0.6343035511776761,22.0
29,0.6292468477910546,9.0
30,0.6186348025557711,18.0
31,0.6106406271491208,14.0
32,0.6045616265570569,11.0
33,0.5955564068773637,16.0
34,0.5878604570836192,14.0
35,0.5802639565486586,14.0
36,0.5710490410244006,17.0
37,0.561418483038787,18.0
38,0.5569428234918348,9.0
39,0.5415571356255309,29.0
40,0.5372398118510032,9.0
41,0.522398424717818,29.0
42,0.5014029397595902,42.0
43,0.4836647671103911,37.0
44,0.4568538413670094,58.0
45,0.44423313721693997,29.0
46,0.43586824273106645,20.0
47,0.424676198829174,27.0
48,0.40924274195045723,38.0
49,0.402743738775386,17.0
50,0.39161784004119166,29.0
51,0.37852020570012296,35.0
52,0.37437723971763814,12.0
53,0.3665934412152296,22.0
54,0.35969049949820686,20.0
55,0.350104061566005,28.0
56,0.33636955301023425,41.0
57,0.32838884448265515,25.0
58,0.3231738463307536,17.0
59,0.3031289768215478,65.0
60,0.2918206404011315,39.0
61,0.27317328743509334,67.0
62,0.2521606336708316,81.0
63,0.22929715625813843,96.0
64,0.20213903362537258,127.0
65,0.19932740843000615,15.0
66,0.1922757864627634,37.0
67,0.17642356102382997,87.0
68,0.17362185639789907,17.0
69,0.169842016093799,23.0
70,0.1684880260422258,9.0
71,0.1669776852449974,10.0
72,0.15787951258191282,57.0
73,0.14646619317282628,76.0
74,0.13931946728658592,51.0
75,0.13793252530063388,11.0
76,0.1354707313895471,19.0
77,0.12257285392501287,101.0
78,0.10762366255352522,131.0
79,0.09234799400196655,154.0
80,0.08541527583120778,79.0
81,0.07148130159339547,179.0
82,0.05822607805559789,206.0
83,0.047144990648034346,212.0
84,0.03961234065868409,175.0
85,0.031754362859184405,222.0
86,0.025685433929835546,213.0
87,0.022373003072728992,139.0
88,0.021559930008775024,38.0
89,0.0180970499954584,176.0
90,0.016097925331392676,118.0
91,0.013498820936216958,177.0
92,0.012079947017692204,112.0
93,0.011971661359430615,10.0
94,0.011864346382892048,10.0
95,0.011769763149954076,9.0
96,0.01167593393983913,9.0
97,0.011582852741435093,9.0
98,0.011490513591550771,9.0
99,0.011376124152295365,11.0
100,0.011285433054286009,9.0
101,0.011184269485831554,10.0
102,0.011095107863953686,9.0
103,0.011017674718230475,8.0
104,0.010929841199157578,9.0
